"OA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,MSOA11CD,MSOA11NM,LAD17CD,LAD17NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID"
"E00173462,2d1,Urban Cultural Mix,E01033398,Nottingham 006G,7a,Urban cultural mix,E02002873,Nottingham 006,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10539"
"E00173538,2d1,Urban Cultural Mix,E01032520,Nottingham 028E,1a,Cosmopolitan student neighbourhoods,E02002895,Nottingham 028,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10540"
"E00070039,5a1,White Professionals,E01013884,Nottingham 005F,4c,Hampered neighbourhoods,E02002872,Nottingham 005,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10541"
"E00070068,5a1,White Professionals,E01013888,Nottingham 004B,4c,Hampered neighbourhoods,E02002871,Nottingham 004,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10542"
"E00070074,5a1,White Professionals,E01013889,Nottingham 004C,3d,Households in terraces and flats,E02002871,Nottingham 004,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10543"
"E00070111,6b2,White Suburban Communities,E01013901,Nottingham 034C,3a,Achieving neighbourhoods,E02002901,Nottingham 034,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10544"
"E00070145,6b2,White Suburban Communities,E01013901,Nottingham 034C,3a,Achieving neighbourhoods,E02002901,Nottingham 034,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10545"
"E00070211,6b2,White Suburban Communities,E01013915,Nottingham 024C,3d,Households in terraces and flats,E02002891,Nottingham 024,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10546"
"E00069670,3a2,Young Families and Students,E01013811,Nottingham 018B,7b,Young ethnic communities,E02002885,Nottingham 018,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10547"
"E00069673,3a2,Young Families and Students,E01013814,Nottingham 022B,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10548"
"E00069675,3a2,Young Families and Students,E01013814,Nottingham 022B,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10549"
"E00069678,3a2,Young Families and Students,E01013815,Nottingham 022C,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10550"
"E00069688,3a2,Young Families and Students,E01013811,Nottingham 018B,7b,Young ethnic communities,E02002885,Nottingham 018,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10551"
"E00069818,3a2,Young Families and Students,E01013844,Nottingham 017B,7a,Urban cultural mix,E02002884,Nottingham 017,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10552"
"E00069831,3a2,Young Families and Students,E01013846,Nottingham 018E,7b,Young ethnic communities,E02002885,Nottingham 018,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10553"
"E00070309,3a2,Young Families and Students,E01013943,Nottingham 015D,1a,Cosmopolitan student neighbourhoods,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10554"
"E00070311,3a2,Young Families and Students,E01013943,Nottingham 015D,1a,Cosmopolitan student neighbourhoods,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10555"
"E00070383,3a2,Young Families and Students,E01013945,Nottingham 026B,7b,Young ethnic communities,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10556"
"E00070386,3a2,Young Families and Students,E01013948,Nottingham 026E,7a,Urban cultural mix,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10557"
"E00070394,3a2,Young Families and Students,E01013947,Nottingham 026D,7a,Urban cultural mix,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10558"
"E00070397,3a2,Young Families and Students,E01033396,Nottingham 026H,7a,Urban cultural mix,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10559"
"E00070423,3a2,Young Families and Students,E01013958,Nottingham 023C,7a,Urban cultural mix,E02002890,Nottingham 023,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10560"
"E00173447,3a2,Young Families and Students,E01013947,Nottingham 026D,7a,Urban cultural mix,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10561"
"E00173500,3a2,Young Families and Students,E01013947,Nottingham 026D,7a,Urban cultural mix,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10562"
"E00173503,3a2,Young Families and Students,E01013816,Nottingham 022D,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10563"
"E00173547,3a2,Young Families and Students,E01033405,Nottingham 023G,1a,Cosmopolitan student neighbourhoods,E02002890,Nottingham 023,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10564"
"E00173549,3a2,Young Families and Students,E01033395,Nottingham 026G,1a,Cosmopolitan student neighbourhoods,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10565"
"E00069710,8d1,Young Hard-Pressed Families,E01013818,Nottingham 011B,4c,Hampered neighbourhoods,E02002878,Nottingham 011,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10566"
"E00069731,8d1,Young Hard-Pressed Families,E01013822,Nottingham 011C,4c,Hampered neighbourhoods,E02002878,Nottingham 011,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10567"
"E00070002,8d1,Young Hard-Pressed Families,E01013880,Nottingham 002B,4c,Hampered neighbourhoods,E02002869,Nottingham 002,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10568"
"E00070018,8d1,Young Hard-Pressed Families,E01013880,Nottingham 002B,4c,Hampered neighbourhoods,E02002869,Nottingham 002,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10569"
"E00070281,4a1,Private Renting Young Families,E01013929,Nottingham 020D,3b,Asian traits,E02002887,Nottingham 020,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10570"
"E00070587,7d1,Ageing Communities and Families,E01013988,Herefordshire 011B,5a,Ageing urban communities,E02002915,Herefordshire 011,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10571"
"E00069729,4a1,Private Renting Young Families,E01013823,Nottingham 013D,7a,Urban cultural mix,E02002880,Nottingham 013,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10572"
"E00070285,4a1,Private Renting Young Families,E01013934,Nottingham 019E,7a,Urban cultural mix,E02002886,Nottingham 019,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10573"
"E00070685,7d1,Ageing Communities and Families,E01014005,Herefordshire 005F,4b,Constrained renters,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10574"
"E00069915,4a1,Private Renting Young Families,E01013863,Nottingham 025D,3b,Asian traits,E02002892,Nottingham 025,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10575"
"E00173502,2a1,Student Communal Living,E01033395,Nottingham 026G,1a,Cosmopolitan student neighbourhoods,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10576"
"E00070290,4a1,Private Renting Young Families,E01013930,Nottingham 019A,7b,Young ethnic communities,E02002886,Nottingham 019,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10577"
"E00069730,4a1,Private Renting Young Families,E01013821,Nottingham 013C,7a,Urban cultural mix,E02002880,Nottingham 013,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10578"
"E00070889,7d1,Ageing Communities and Families,E01014035,Herefordshire 019A,5e,Primary sector workers,E02002923,Herefordshire 019,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10579"
"E00069916,4a1,Private Renting Young Families,E01013862,Nottingham 025C,7a,Urban cultural mix,E02002892,Nottingham 025,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10580"
"E00173504,2a1,Student Communal Living,E01013973,Nottingham 032A,1a,Cosmopolitan student neighbourhoods,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10581"
"E00070301,4a1,Private Renting Young Families,E01013932,Nottingham 019C,7b,Young ethnic communities,E02002886,Nottingham 019,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10582"
"E00069732,4a1,Private Renting Young Families,E01013823,Nottingham 013D,7a,Urban cultural mix,E02002880,Nottingham 013,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10583"
"E00070302,4a1,Private Renting Young Families,E01013933,Nottingham 019D,7a,Urban cultural mix,E02002886,Nottingham 019,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10584"
"E00069919,4a1,Private Renting Young Families,E01013858,Nottingham 025A,4c,Hampered neighbourhoods,E02002892,Nottingham 025,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10585"
"E00071115,7d1,Ageing Communities and Families,E01014084,Herefordshire 010B,5e,Primary sector workers,E02002914,Herefordshire 010,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10586"
"E00069734,4a1,Private Renting Young Families,E01013823,Nottingham 013D,7a,Urban cultural mix,E02002880,Nottingham 013,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10587"
"E00173533,2a1,Student Communal Living,E01013975,Nottingham 032C,1a,Cosmopolitan student neighbourhoods,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10588"
"E00070303,4a1,Private Renting Young Families,E01013933,Nottingham 019D,7a,Urban cultural mix,E02002886,Nottingham 019,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10589"
"E00069922,4a1,Private Renting Young Families,E01013863,Nottingham 025D,3b,Asian traits,E02002892,Nottingham 025,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10590"
"E00071126,7d1,Ageing Communities and Families,E01014084,Herefordshire 010B,5e,Primary sector workers,E02002914,Herefordshire 010,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10591"
"E00069735,4a1,Private Renting Young Families,E01013817,Nottingham 011A,4c,Hampered neighbourhoods,E02002878,Nottingham 011,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10592"
"E00173540,2a1,Student Communal Living,E01013974,Nottingham 032B,1a,Cosmopolitan student neighbourhoods,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10593"
"E00070304,4a1,Private Renting Young Families,E01013933,Nottingham 019D,7a,Urban cultural mix,E02002886,Nottingham 019,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10594"
"E00069923,4a1,Private Renting Young Families,E01013862,Nottingham 025C,7a,Urban cultural mix,E02002892,Nottingham 025,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10595"
"E00071154,7d1,Ageing Communities and Families,E01014093,Herefordshire 014C,5a,Ageing urban communities,E02002918,Herefordshire 014,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10596"
"E00070591,6a4,Ageing in Suburbia,E01013988,Herefordshire 011B,5a,Ageing urban communities,E02002915,Herefordshire 011,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10597"
"E00070599,6a4,Ageing in Suburbia,E01013988,Herefordshire 011B,5a,Ageing urban communities,E02002915,Herefordshire 011,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10598"
"E00070884,6a4,Ageing in Suburbia,E01014036,Herefordshire 019B,2a,Ageing rural neighbourhoods,E02002923,Herefordshire 019,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10599"
"E00071014,6a4,Ageing in Suburbia,E01014063,Herefordshire 022C,5a,Ageing urban communities,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10600"
"E00071162,6a4,Ageing in Suburbia,E01014091,Herefordshire 014B,8a,Affluent communities,E02002918,Herefordshire 014,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10601"
"E00071170,6a4,Ageing in Suburbia,E01014091,Herefordshire 014B,8a,Affluent communities,E02002918,Herefordshire 014,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10602"
"E00071171,6a4,Ageing in Suburbia,E01014091,Herefordshire 014B,8a,Affluent communities,E02002918,Herefordshire 014,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10603"
"E00071175,6a4,Ageing in Suburbia,E01014093,Herefordshire 014C,5a,Ageing urban communities,E02002918,Herefordshire 014,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10604"
"E00070618,8c1,Ageing Industrious Workers,E01013991,Herefordshire 018B,2d,Rural traits,E02002922,Herefordshire 018,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10605"
"E00070950,8c1,Ageing Industrious Workers,E01014051,Herefordshire 001B,2c,Remoter communities,E02002905,Herefordshire 001,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10606"
"E00071000,8c1,Ageing Industrious Workers,E01014063,Herefordshire 022C,5a,Ageing urban communities,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10607"
"E00071045,8c1,Ageing Industrious Workers,E01014072,Herefordshire 015C,5e,Primary sector workers,E02002919,Herefordshire 015,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10608"
"E00070604,1b3,Ageing Rural Flat Tenants,E01013987,Herefordshire 011A,5a,Ageing urban communities,E02002915,Herefordshire 011,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,10609"
